iter	Logloss
507	0.5658649478
508	0.5657405953
509	0.5655906049
510	0.5654943106
511	0.5654933356
512	0.5652524353
513	0.5650192858
514	0.5649139982
515	0.5648990972
516	0.564895623
517	0.5648483821
518	0.5648116958
519	0.5647818082
520	0.5647530915
521	0.5647403987
522	0.5646605343
523	0.5645508822
524	0.5643966677
525	0.5642407383
526	0.5641239862
527	0.564006514
528	0.5640065134
529	0.5640006754
530	0.5639524145
531	0.5638778771
532	0.5638538912
533	0.5637278783
534	0.5635629991
535	0.5635602338
536	0.563537488
537	0.5634463691
538	0.563446369
539	0.5632283722
540	0.56310595
541	0.563082358
542	0.5630553025
543	0.5630548986
544	0.5629059692
545	0.5628939056
546	0.5628939056
547	0.5628616446
548	0.5627925617
549	0.5626635147
550	0.5626517201
551	0.5626487536
552	0.5624504073
553	0.5623122243
554	0.5621381715
555	0.5621381715
556	0.561970162
557	0.5619593423
558	0.5618948041
559	0.5617272137
560	0.5616077561
561	0.5616072916
562	0.5615867946
563	0.5613407438
564	0.561340676
565	0.5613185763
566	0.5612324681
567	0.5612306557
568	0.5612257268
569	0.5611521458
570	0.5611493497
571	0.5611105828
572	0.5610683736
573	0.561024945
574	0.5610243331
575	0.5607246572
576	0.5607233036
577	0.560569113
578	0.5603907428
579	0.5603217134
580	0.5601819087
581	0.5601819087
582	0.5600683123
583	0.5600472573
584	0.5600381066
585	0.5598812452
586	0.559672287
587	0.5596424297
588	0.5594980433
589	0.5594920883
590	0.5594477432
591	0.5593103729
592	0.55926691
593	0.5592633711
594	0.559263324
595	0.5591902988
596	0.5590770862
597	0.5590749004
598	0.5590716223
599	0.5590701299
600	0.5589318071
601	0.5587764416
602	0.558691985
603	0.558691985
604	0.558678671
605	0.5586375397
606	0.5585816139
607	0.5585816139
608	0.5585700237
609	0.5585700236
610	0.5585263959
611	0.5583839762
612	0.558351374
613	0.5583510051
614	0.5582516661
615	0.55825163
616	0.5581334027
617	0.5580404709
618	0.5580404705
619	0.5580087868
620	0.5578846967
621	0.5578508167
622	0.5578478161
623	0.5578478161
624	0.5578370344
625	0.5578220669
626	0.5578195936
627	0.5575549643
628	0.5575543572
629	0.5573289083
630	0.5571154704
631	0.5571147492
632	0.5571147488
633	0.557113483
634	0.5570297
635	0.5570277702
636	0.5567905158
637	0.5567902816
638	0.5567902816
639	0.5566630541
640	0.5566628292
641	0.556662829
642	0.5566134115
643	0.5565070664
644	0.5565000423
645	0.5563120879
646	0.5563083329
647	0.5562327095
648	0.5562294793
649	0.5562276188
650	0.5562276185
651	0.5561772963
652	0.5561288044
653	0.5561224273
654	0.556068068
655	0.556057706
656	0.5560560047
657	0.5560545058
658	0.555980601
659	0.5558086687
660	0.5557151965
661	0.5557149409
662	0.5556512033
663	0.5556441935
664	0.5556428499
665	0.555642575
666	0.5556419013
667	0.5556313292
668	0.5556142229
669	0.5556119029
670	0.5556117228
671	0.5554206813
672	0.5553997773
673	0.5553984568
674	0.5553973239
675	0.5552877946
676	0.5552835382
677	0.5551266809
678	0.5551253598
679	0.5551035346
680	0.5551035346
681	0.5548935721
682	0.5548923987
683	0.5548473021
684	0.5548467452
685	0.5548038935
686	0.5548011774
687	0.5547228788
688	0.5545258357
689	0.5545252072
690	0.5545186574
691	0.554518544
692	0.5544769179
693	0.5544150564
694	0.5542604444
695	0.5541068157
696	0.5541047867
697	0.5540831285
698	0.5540726055
699	0.5540724008
700	0.5538467865
701	0.5538306114
702	0.5538147868
703	0.5538140572
704	0.5538108885
705	0.5537521808
706	0.5537493084
707	0.5537057473
708	0.5537057473
709	0.5536212433
710	0.5535859548
711	0.5535844093
712	0.5535680157
713	0.5535222005
714	0.5535214591
715	0.553521459
716	0.5534626245
717	0.5534324594
718	0.5534318259
719	0.5534256419
720	0.553397047
721	0.5533721494
722	0.5533613757
723	0.5531944168
724	0.5531028482
725	0.5530988698
726	0.5529722681
727	0.552961836
728	0.552812546
729	0.552627089
730	0.5526211829
731	0.5525928207
732	0.5525903021
733	0.5525879479
734	0.5525713423
735	0.5524078619
736	0.5523310667
737	0.5522189056
738	0.5521860071
739	0.5521574914
740	0.55215639
741	0.5521427931
742	0.5521348874
743	0.5520340492
744	0.5520249521
745	0.551833265
746	0.5517906797
747	0.5517394079
748	0.5517394079
749	0.5515378272
750	0.5514687036
751	0.5514637129
752	0.5513508795
753	0.5513398601
754	0.5513081922
755	0.5512869928
756	0.5511239245
757	0.551120808
758	0.5510064175
759	0.5509050554
760	0.5508889223
761	0.550888326
762	0.5508415477
763	0.550830776
764	0.550830573
765	0.5507959224
766	0.5507694006
767	0.5507115941
768	0.5506151235
769	0.5505981048
770	0.5505161431
771	0.5505044082
772	0.550503279
773	0.5504680167
774	0.5504670146
775	0.5503305614
776	0.550222189
777	0.5502172737
778	0.5501913482
779	0.5500469046
780	0.5500352837
781	0.5499394555
782	0.5498866431
783	0.549771226
784	0.5497205246
785	0.5496772073
786	0.549647394
787	0.5496316132
788	0.5496296631
789	0.5496279899
790	0.5495468526
791	0.5495189703
792	0.5495158191
793	0.5494850338
794	0.5494663383
795	0.5494624815
796	0.5494380484
797	0.5494011912
798	0.5493508002
799	0.5493330291
800	0.5492976466
801	0.5492958736
802	0.5492257797
803	0.5492250975
804	0.5491909767
805	0.5491464587
806	0.5489415758
807	0.5488467112
808	0.5488422588
809	0.5487888501
810	0.5487716871
811	0.5486244748
812	0.5486045772
813	0.5485983374
814	0.5485463816
815	0.5483069187
816	0.5481210142
817	0.548107922
818	0.5478857939
819	0.547724452
820	0.5477209369
821	0.5475918677
822	0.5475847265
823	0.5475846949
824	0.5475636816
825	0.5475615139
826	0.547506443
827	0.5473894328
828	0.5473858202
829	0.5473375359
830	0.5473159991
831	0.547297754
832	0.5472836576
833	0.5472707104
834	0.5472584605
835	0.547257538
836	0.5471411455
837	0.5471284728
838	0.5470717827
839	0.5469986468
840	0.5469918036
841	0.5469914225
842	0.5469242334
843	0.5469225182
844	0.5469207549
845	0.5469207399
846	0.5469184919
847	0.5469178161
848	0.5469172021
849	0.5469170066
850	0.5469128228
851	0.5469071907
852	0.5469066357
853	0.5468367483
854	0.5468120159
855	0.5468118175
856	0.5467630631
857	0.5467616653
858	0.5467483818
859	0.5465949812
860	0.5465841118
861	0.5465160122
862	0.5464986303
863	0.5464975379
864	0.546462534
865	0.5464592931
866	0.5463892501
867	0.5463798522
868	0.5463707919
869	0.5463028331
870	0.5462027424
871	0.5461880452
872	0.5461707736
873	0.546170145
874	0.5461625985
875	0.5461175935
876	0.5460323016
877	0.5459706871
878	0.5459646651
879	0.545922769
880	0.5459222617
881	0.5458694179
882	0.5458627287
883	0.5458486854
884	0.5458445301
885	0.5458432114
886	0.5456848308
887	0.5456848306
888	0.5455550236
889	0.5455461932
890	0.545540018
891	0.5455383403
892	0.5455365271
893	0.5455358954
894	0.5454937526
895	0.5454861551
896	0.545484359
897	0.5454796646
898	0.5454718586
899	0.5454330749
900	0.545430256
901	0.545340806
902	0.5453244536
903	0.5453234938
904	0.5452971201
905	0.5452640146
906	0.5451548641
907	0.5451461475
908	0.5451442199
909	0.5450995878
910	0.5450853911
911	0.5450798773
912	0.5450082893
913	0.5449790318
914	0.5449741657
915	0.5449286448
916	0.5449228245
917	0.5449031925
918	0.5448446886
919	0.5447899292
920	0.5447853027
921	0.5447092714
922	0.5447092472
923	0.544667666
924	0.5446550611
925	0.5446241127
926	0.5446063886
927	0.5444459024
928	0.5444454247
929	0.5444437633
930	0.5444353037
931	0.5444272215
932	0.5444259823
933	0.5443723198
934	0.544319668
935	0.544319029
936	0.54428544
937	0.5442485116
938	0.5441224024
939	0.5439860122
940	0.5439859966
941	0.5438829527
942	0.5438113278
943	0.5438092189
944	0.54379589
945	0.54376974
946	0.5437691837
947	0.5437070978
948	0.5436660838
949	0.5436658535
950	0.5436457942
951	0.5436445956
952	0.543570142
953	0.543567967
954	0.543566921
955	0.5435582797
956	0.5433591836
957	0.5433305833
958	0.5433296846
959	0.5433264387
960	0.5433258049
961	0.5433112884
962	0.5432824577
963	0.5432087313
964	0.5431292197
965	0.5429844853
966	0.5429830253
967	0.5429742234
968	0.5429707737
969	0.5429697108
970	0.5428457919
971	0.5428206157
972	0.5428078985
973	0.5428063919
974	0.5427982763
975	0.5427976316
976	0.5427933898
977	0.5427921918
978	0.5426980391
979	0.5426437965
980	0.5425467948
981	0.542520481
982	0.5425165381
983	0.542515311
984	0.5424703797
985	0.5424695978
986	0.5423426699
987	0.5423017119
988	0.5422986711
989	0.5422472326
990	0.542123895
991	0.5421186615
992	0.5421186546
993	0.5420814638
994	0.5420125781
995	0.5419538071
996	0.5418729065
997	0.5418720248
998	0.5418710716
999	0.5417297686
